park_name,park_code,State,Latitude,Longitude,Acres,category,common_names,scientific_name,observations,conservation_status
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,American Pachysandra,Pachysandra procumbens,68,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Pale Silverback Fern,Pentagramma pallida,210,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Guelder-Rose Viburnum, Highbush Cranberry",Viburnum opulus,131,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Common Camas, Small Camas",Camassia quamash,266,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Alpine Mountainbalm, Mountain Monardella",Monardella odoratissima ssp. pallida,108,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Prairie Threeawn,Aristida oligantha,164,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Indian Pink,Silene californica,116,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Sierra Baby Blue Eyes, Sierra Blue-Eyes",Nemophila spatulata,143,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Nonvascular Plant,Homalotheciella Moss,Homalotheciella subcapillata,49,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Nonvascular Plant,Sullivant's Calypogeja,Calypogeja sullivantii,270,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Southern Hawkweed,Hieracium argutum,152,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Alpine Prickly Currant, Gooseberry Currant, Mountain Gooseberry",Ribes montigenum,111,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Rose-Pink, Square-Stemmed Rose Pink",Sabatia angularis,95,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Cupped Monolopia,Monolopia major,130,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,Black-Capped Chickadee,Poecile atricapillus,119,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,American Alpine Speedwell,Veronica wormskjoldii,251,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Fish,Riffle Minnow,Phenacobius catostomus,113,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Nonvascular Plant,Brachythecium Moss,Brachythecium salebrosum,139,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Carolina Rose,Rosa carolina,152,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Bigseed Biscuitroot, Bigseed Lomatium, Largefruit Biscuitroot, Large-Fruit Desert-Parsley, Long Mamma",Lomatium macrocarpum,112,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Tall Fescue,Lolium arundinaceum,146,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Crookedstem Aster,Symphyotrichum prenanthoides,78,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Common Snowberry,Symphoricarpos albus var. laevigatus,234,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Big Bluestem,Andropogon gerardii,126,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Miami-Mist, Pursh's Purple Phacelia",Phacelia purshii,256,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Parasol Clover,Trifolium bolanderi,137,Species of Concern
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Marsh Larkspur, Mountain Marsh Larkspur",Delphinium polycladon,83,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Canyon Bog Orchid, Sparse-Flowered Bog Orchid",Platanthera sparsiflora,89,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Q-Tips,Micropus californicus var. californicus,81,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Hairy Alumroot,Heuchera villosa,68,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Sulphur-Flower Buckwheat,Eriogonum umbellatum var. majus,245,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Haresfoot Locoweed,Oxytropis lagopus var. lagopus,182,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Crookedstem Aster,Symphyotrichum prenanthoides,133,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Nonvascular Plant,Peruvian Calypogeja,Calypogeja peruviana,135,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Nevada Pea,Lathyrus lanszwertii var. aridus,95,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Sessile-Leaf Bellwort, Wild Oats",Uvularia sessilifolia,81,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Bracken Fern,Pteridium aquilinum var. latiusculum,126,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Field Cottonrose,Logfia arvensis,243,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,American Alpine Sweetvetch,Hedysarum alpinum var. americanum,25,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Wild Sweetwilliam,Phlox maculata ssp. pyramidalis,66,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Field Meadow-Foxtail, Meadow Foxtail",Alopecurus pratensis,45,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Doveweed, Turkey Mullein",Eremocarpus setigerus,85,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Rough Bentgrass, Rough Hairgrass",Agrostis scabra,162,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Rough Bent, Rough Bentgrass, Ticklegrass",Agrostis scabra,162,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Columbine, Wild Columbine",Aquilegia canadensis,257,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Microstegium, Japanese Grass",Microstegium vimineum,257,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Bluejoint,Calamagrostis canadensis,249,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Bluejoint, Bluejoint Reedgrass",Calamagrostis canadensis,249,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Fanleaf Cinquefoil, Slender Cinquefoil",Potentilla gracilis var. flabelliformis,87,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,White-Rumped Sandpiper,Calidris fuscicollis,67,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,"Mockingbird, Northern Mockingbird",Mimus polyglottos,157,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,Northern Mockingbird,Mimus polyglottos,157,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Bird Vetch, Cow Vetch, Tufted Vetch",Vicia cracca,94,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Prairie Willow,Salix humilis var. humilis,123,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,American Beakgrain,Diarrhena americana,236,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,European Bur-Reed,Sparganium emersum,113,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Rhombie Leaf Alder, White Alder",Alnus rhombifolia,106,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Nonvascular Plant,Donn's Dry Rock Moss,Grimmia donniana,98,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Hoary Verbena, Hoary Vervain, Tall Vervain, Woolly Verbena",Verbena stricta,55,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Reptile,Broadhead Skink,Eumeces laticeps,257,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Donner Woodrush,Luzula subcongesta,252,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Nonvascular Plant,Nees' Calypogeja,Calypogeja neesiana,119,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Button Parsley, Woollyhead Parsnip",Sphenosciadium capitellatum,92,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Small White Morning-Glory, Small-Flower White Morning-Glory",Ipomoea lacunosa,207,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Northern Waterthrush,Seiurus noveboracensis,292,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Purpleflower Honeysuckle,Lonicera conjugialis,90,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Red Hickory, Sweet Pignut Hickory",Carya ovalis,223,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Common Matrimonyvine, Matrimony Vine, Matrimonyvine, Matrimony-Vine",Lycium barbarum,96,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,India Mustard,Brassica juncea,62,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Indian Tabacco, Indian-Tobacco",Lobelia inflata,48,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Clammy Hedge-Hyssop, Hedge-Hyssop",Gratiola neglecta,232,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Clammy Hedgehyssop, Clammy Hedge-Hyssop, Drug Hedgehyssop, Hedge Hyssop, Neglected Hedgehyssop",Gratiola neglecta,232,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,Snow Goose,Chen caerulescens,164,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,"Blue Goose, Snow Goose",Chen caerulescens,164,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Bay Forget Me Not,Myosotis laxa,84,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Dwarf Bilberry, Dwarf Blueberry",Vaccinium cespitosum,172,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Crisp Starwort, Crispleaved Chickweed, Curled Starwort",Stellaria crispa,89,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Hairy Woodmint, Woodmint",Blephilia hirsuta,85,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Nonvascular Plant,Hypnum Moss,Hypnum pratense,73,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Dutchman's Pipe,Aristolochia macrophylla,125,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Hooded Ladiestresses, Hooded Ladies'-Tresses, Hooded Lady's Tresses",Spiranthes romanzoffiana,76,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,California Laurel,Umbellularia californica,59,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Blue Grosbeak,Passerina caerulea,242,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,Black Rosy-Finch,Leucosticte atrata,142,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Beardgrass,Saccharum alopecuroidum,111,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Wavyleaf Indian Paintbrush,Castilleja applegatei ssp. pinetorum,280,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Woolly Groundsel,Senecio canus,92,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Nuttall's Monolepis, Nuttall's Povertyweed, Nuttall's Poverty-Weed, Patata, Patota",Monolepis nuttalliana,252,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Western Pearlwort,Sagina decumbens ssp. occidentalis,54,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,Field Sparrow,Spizella pusilla,92,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Smooth Tick-Treefoil, Smooth Tick-Trefoil",Desmodium laevigatum,142,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"California Manroot, Valley Manroot",Marah fabaceus,133,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Snake River Cryptantha,Cryptantha spiculifera,241,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Green Slender Lupine,Lupinus gracilentus,108,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Nonvascular Plant,Entodon Moss,Entodon concinnus,86,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Bitter Daisy, Bitter Fleabane, Blue Fleabane",Erigeron acris var. kamtschaticus,259,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Fish,Utah Chub,Gila atraria,90,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Nonvascular Plant,Bryhnia Moss,Bryhnia graminicolor,111,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Chufa Flatsedge,Cyperus esculentus,161,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Chufa Flatsedge, Yellow Nutgrass, Yellow Nutsedge",Cyperus esculentus,161,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Caraway,Carum carvi,104,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Caraway, Wild Caraway",Carum carvi,104,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Brown-Seed Dandelion, Common Dandelion",Taraxacum officinale,86,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Blowball, Common Dandelion, Dandelion, Faceclock",Taraxacum officinale,86,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Slender Russian-Thistle, Tumbleweed",Salsola collina,143,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Abruptbeak Sedge,Carex abrupta,176,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Hollyhock,Alcea rosea,73,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Poet's Narcissus,Narcissus poeticus,231,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Watson's Cryptantha,Cryptantha watsonii,230,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Fish,Green Sunfish,Lepomis cyanellus,62,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Northern Prickley Ash, Prickly-Ash",Zanthoxylum americanum,215,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Indian Ricegrass,Achnatherum hymenoides,156,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Mammal,Eastern Pipistrelle,Pipistrellus subflavus,145,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Winter Vetch,Vicia villosa ssp. varia,55,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Twistedstalk,Streptopus lanceolatus var. roseus,46,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Virginia Copperleaf, Virginia Threeseed Mercury",Acalypha virginica,229,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Colt's Foot,Tussilago farfara,207,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Reptile,Eastern Kingsnake,Lampropeltis getula getula,240,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Beaked Hazel, Beaked Hazelnut",Corylus cornuta,92,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Rice Cutgrass,Leersia oryzoides,94,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Appalachian Quillwort, Engelmann's Quillwort",Isoetes engelmannii,63,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Largeleaf Avens, Large-Leaf Avens",Geum macrophyllum,263,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Green Bristlegrass,Setaria viridis var. major,240,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Ladys Thumb, Lady's Thumb",Polygonum persicaria,156,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Ladysthumb, Lady's-Thumb, Ladysthumb Smartweed, Spotted Knotweed, Spotted Ladysthumb, Spotted Smartweed",Polygonum persicaria,156,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Mammal,Southern Red-Backed Vole,Clethrionomys gapperi,133,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Texas Sedge,Carex texensis,60,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Princess Tree, Royal Paulownia",Paulownia tomentosa,222,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Sulphur-Flower Buckwheat,Eriogonum umbellatum var. cladophorum,102,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Mammal,Northern Flying Squirrel,Glaucomys sabrinus,144,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Nonvascular Plant,Curveleaf Hypnum Moss,Hypnum curvifolium,255,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Lewis' Monkeyflower, Purple Monkeyflower",Mimulus lewisii,163,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Coastal Lipfern,Cheilanthes intertexta,271,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,American Robin,Turdus migratorius,123,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Grass-Leaved Golden Aster,Pityopsis graminifolia var. graminifolia,74,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Gray's Lily,Lilium grayi,71,Species of Concern
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Low Bindweed,Calystegia spithamaea,107,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Mammal,"Common Gray Fox, Gray Fox",Urocyon cinereoargenteus,215,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Mammal,Gray Fox,Urocyon cinereoargenteus,215,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Tall Blue Lettuce,Lactuca biennis,115,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Tall Blue Lettuce, Wild Blue Lettuce",Lactuca biennis,115,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Fish,Flame Chub,Hemitremia flammea,54,Species of Concern
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Great Solomon's Seal,Polygonatum biflorum var. commutatum,84,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Fish,Wounded Darter,Etheostoma vulneratum,257,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Miniature Monkey-Flower, Suksdorf's Monkeyflower",Mimulus suksdorfii,295,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Swollen Duckweed,Lemna gibba,256,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Inflated Duckweed, Swollen Duckweed",Lemna gibba,256,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Glade Violet,Viola egglestonii,274,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Amphibian,Brook Salamanders,Eurycea,88,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,Vesper Sparrow,Pooecetes gramineus,116,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Poorman's-Pepperwort, Virginia Pepperweed",Lepidium virginicum var. virginicum,150,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Yerba Buena,Satureja douglasii,288,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Alberta Saxifrage,Saxifraga occidentalis,179,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Shasta Knotweed,Polygonum shastense,231,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Lopseed,Phryma leptostachya,291,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Oregon Junco,Junco hyemalis oreganus,239,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Mountain Camellia, Mountain Stewartia",Stewartia ovata,101,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Mammal,Panther (Mountain Lion),Puma concolor,112,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Mammal,"Cougar, Mountain Lion, Puma",Puma concolor,112,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Mammal,Mountain Lion,Puma concolor,112,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Alkali Plantain, Redwood Plantain, Redwool Plantain, Red-Woolly Plantain, Saline Plantain",Plantago eriopoda,148,
